region_schema,region_parent,region_child,agerange,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03
cz_okres,cz,cz0413,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,1,2,0,0,2,2,3,0,3,0,1,1,1,4,1,5,1,0,2,0,2,0,4,3,3,0,8,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,1,0,0,0,6,0
cz_okres,cz,cz0421,,0,1,0,3,2,2,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1,0,0,4,0,1,1,0,2,3,3,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,1,1,1,1,14,1,0,2,5,13
cz_okres,cz,cz0422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,1,1,0,0,2,1,1,-1,1,3,-1,1,-1,0,1,0,1,0,0,3,1,0,0,2,0,0,0,0,-1,1,-1,1,0,0,-1,1,0,-1,1,-1,1,0,0,-1,2,0,0,0,-1,2,-1,4,-1,1,0,-1,0,1,-1,1,-1,0,1,-1,0,0,0,0,1,-1,1,0,-1,1,-1,0,0,1,0,0,0,0,-1,0,0,0,0,1,-1,1,0,0,-1,1,0,-1,1,0,0,0,-1,1,-1,0,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,4,3,0,1,0,14,0,1,3,1,1,0,1,0,1,2,0,4,0,0,2,1,0,8,3,0,3,0,0,0,1
cz_okres,cz,cz0423,,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,3,4,4,19,16,36,6,19,12,2,6,13,3,6,9,5,10,0,0,5,6,7,6,4,10,2,11,1,3,2,2,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,4,0,0,5,2,1,2,2,0,0,5,2,1,4,4,0,0,0,4,5,1,5,0,0,1,3,2,2,3,0,0,3,1,2,3,2,3,0,0,2,7,1
cz_okres,cz,cz0424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,3,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,1,1,2,0,1,2,3,0,4,3,1,1,0,0,0,0,0,0,4,0,0,0,4,5,0,1,1,2,1,0,5,6
cz_okres,cz,cz0425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,2,1,1,0,4,0,1,0,1,0,1,0,1,3,0,0,0,1,0,0,0,0,3,0,0,0,2,0,2,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,0,0,1,1,0,0,4,0,0,2,0,0,1,3,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,2,0,0,7,1
cz_okres,cz,cz0426,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,10,0,1,4,0,4,5,0,1,2,4,0,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,-1,2,-1,2,3,-1,1,1,-1,1,0,0,2,0,0,0,0,2,1,2,2,0,0,0,0,0,0,5,1,0,0,1,10,1,2,4,2,0,2,1,5
cz_okres,cz,cz0427,,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,2,1,3,2,1,1,2,1,6,3,0,1,3,6,2,-1,15,10,0,4,0,1,1,-1,0,0,0,1,-1,0,2,-1,2,0,1,2,0,0,0,0,1,0,1,0,-1,1,0,-1,1,0,-1,0,0,1,0,0,0,-1,1,0,1,-1,1,0,1,0,-1,0,0,0,1,0,0,0,-1,1,-1,2,4,-1,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,1,0,0,-1,0,0,1,-1,1,0,0,0,1,0,0,-1,1,-1,0,0,0,1,0,-1,0,0,1,-1,1,0,-1,1,0,1,0,4,1,1,0,0,7,0,0,0,1,0,0,2,1,1,0,0,0,0,1,3,2,1,0,1,1,4,2,4,2,0,0,0,2,1,5,1,3,0,0,4,3,5
cz_okres,cz,cz0511,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,1,1,4,0,0,-1,1,0,1,-1,0,1,1,1,3,0,5,1,2,1,0,0,4,0,1,2,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,2,2,1,1,1,3,4,1
cz_okres,cz,cz0512,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,3,3,2,6,7,1,15,5,2,3,2,3,1,7,0,0,0,3,0,0,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,3,0,1,0,0,1,1,0,1,1,0,1,1,1,3,8,0,1,8,2,3,3,6,0,0,4,0,2,1,1,0,1,1,0,0,1,1,1,0,0,0,2,3,1,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,0,5,2,6,5
cz_okres,cz,cz0513,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,6,4,6,9,9,2,3,4,1,3,3,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,8,13,2,4,1,1,0,0,3,3,9,2,7,6,0,0,-1,1,1,1,0,0,1,1,3,3,1,0,0,0,1,0,0,0,0,0,0,17,2,2,2,0,0,3,1,1,2,5,0,0,4,5,4,2,3,0,0,2,2,4,3,4,2,0,7,6,2,9,7,0,1,10,9,8,5
cz_okres,cz,cz0514,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,0,0,1,1,4,8,2,2,0,1,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,1,0,1,4,2,2,1,0,0,2,1,1,5,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,1,3,2,4,3,2,2,1,1,5,1
cz_okres,cz,cz0521,,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,2,0,1,2,0,1,5,3,3,0,7,2,1,1,1,3,5,2,1,2,2,1,0,2,1,-1,1,1,0,2,2,1,-1,1,0,0,0,-1,2,0,0,1,-1,1,1,-1,1,1,-1,1,0,0,0,-1,0,1,0,0,0,1,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,-1,1,1,0,0,0,1,0,-1,0,0,0,2,0,3,0,0,1,0,-1,0,0,0,2,0,0,-1,1,2,1,1,-1,1,0,1,-1,0,3,-1,2,1,-1,1,4,4,-1,0,8,1,2,2,3,-1,3,2,6,2,4,0,2,4,5,5,2,7,8,5,1,0,4,3,3,2,3,4,5,3,5,4,4,2,3,9,10,4,5
cz_okres,cz,cz0522,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,2,1,1,3,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,1,2,1,0,0,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,0,4,0,3
cz_okres,cz,cz0523,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,2,4,9,12,2,5,1,2,1,2,4,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,1,3,0,0,0,2,3,5,3,1,0,1,1,3,0,1,3,0,0,0,3,6,3,5,1,3,2,7,3,1,4,0,0,1,5,10,1
cz_okres,cz,cz0524,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,1,1,1,0,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,1,-1,0,1,-1,0,1,-1,0,0,1,0,1,0,0,-1,1,-1,1,-1,0,0,0,1,-1,1,-1,1,0,-1,1,0,-1,0,3,-1,1,0,-1,0,1,0,1,1,-1,1,1,4,4,1,0,0,3,1,3,0,1,0,0,3,1,0,4,3,6,0,2,2,2,2,2,0,0,1,0,1,0,4,0,1,0,0,3,3
cz_okres,cz,cz0525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,0,1,0,2,0,1,0,1,0,5,1,-2,2,-2,1,1,-1,1,1,0,-2,0,2,-2,0,2,-2,2,-2,1,1,-2,1,-1,1,-1,0,1,2,1,0,1,-1,4,1,-1,0,1,0,0,0,1,-1,0,-1,2,-1,0,-1,1,1,0,-2,2,-2,0,1,0,0,0,1,-1,-1,1,-1,2,-1,0,0,0,1,1,1,-1,-1,1,1,-1,2,-2,3,-1,-1,1,0,1,-1,2,-2,2,0,1,-1,0,1,-1,2,-1,1,0,-1,0,1,0,2,-1,0,0,0,0,1,0,-1,0,1,3,-1,1,0,4,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,3,1,3,2,0,0,1,1,3,2
cz_okres,cz,cz0531,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,5,0,10,0,2,1,1,0,7,3,6,8,7,2,-3,5,3,0,3,0,3,1,-3,0,-1,1,4,2,-4,4,1,0,-3,4,-3,0,3,-2,-1,3,0,3,-3,0,3,0,-4,0,1,0,1,-1,1,3,-4,0,0,0,4,-3,0,-1,1,-1,4,-3,-1,1,0,-1,1,-1,0,1,0,3,-3,-1,0,1,1,0,-1,0,2,-1,4,-2,-1,4,7,5,-3,-1,1,-1,4,-4,2,1,0,4,-3,0,0,0,0,1,6,-4,4,-4,1,0,3,-3,0,0,0,3,2,0,0,1,0,0,1,4,0,2,2,0,0,0,1,2,0,1,0,0,0,5,5,4,9,4,0,0,5,0,7,7,1,0,3,4,2,10,7,2,0,0,3,3,5
cz_okres,cz,cz0532,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,2,2,2,0,2,2,3,5,2,4,12,10,2,18,8,0,1,4,11,2,9,1,0,1,1,4,5,2,1,-1,1,3,4,0,-1,2,-1,3,-1,0,2,0,-1,0,1,-1,3,1,1,0,-1,1,0,0,0,0,0,-1,1,0,1,1,1,1,0,-1,1,-1,1,1,-1,0,1,0,-1,0,1,0,0,0,1,0,0,0,1,0,-1,0,1,-1,1,0,0,1,0,1,1,5,2,-1,0,1,0,0,-1,0,0,1,1,-1,0,2,-1,1,2,3,1,0,-1,1,0,1,0,0,0,3,0,0,1,0,0,3,3,0,1,5,5,7,4,4,3,0,0,2,1,6,8,10,1,2,11,10,8,13,1,0,5,10,4,12,5,4,-1,3,13,5,18
cz_okres,cz,cz0533,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,2,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,1,1,5,0,0,6,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,1,2,1,0,10,1,6,3,0,1,0,2,0,0,0,-1,0,0,1,1,3,3,0,0,0,0,2,0,0,2,0,0,3,4,4,1,3,1,0,6,9,29,18
cz_okres,cz,cz0534,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,0,0,0,1,1,0,1,0,1,0,0,3,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,4,7,6,0,5,6,3,3,2,1,0,5,0,6,5,2,-1,0,0,2,1,2,1,3,0,1,2,4,15,4,0,0,2,4,2,0,0,2,0,1,3,4,2
cz_okres,cz,cz0631,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,1,4,0,0,1,2,0,16,20,0,2,1,1,2,-1,2,0,3,0,7,2,1,1,1,2,0,1,0,-1,1,-1,3,3,-1,3,0,1,0,1,-1,2,-1,1,1,-1,1,-1,0,1,0,2,-1,1,-1,1,1,-1,0,0,1,0,0,-1,0,2,-1,1,-1,0,0,1,-1,1,0,-1,1,0,0,-1,0,1,0,-1,0,0,0,0,0,1,-1,0,0,1,-1,0,1,0,-1,2,-1,0,1,-1,0,1,0,2,0,0,-1,0,1,-1,1,-1,1,1,0,0,-1,0,1,3,1,0,3,4,0,2,0,5,0,0,1,0,0,1,3,4,1,2,0,0,0,7,3,10,3,2,2,4,6,6,1,1,3,0,8,6,2,3,3,0,0,0,0,4,1
cz_okres,cz,cz0632,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,9,1,3,0,1,1,4,0,0,2,2,4,7,18,33,6,2,5,7,2,4,1,1,3,2,2,1,2,0,1,0,1,3,1,6,2,1,1,2,1,0,4,4,0,5,9,7,2,2,6,4,1,1,3,4,5
cz_okres,cz,cz0633,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,1,1,3,2,5,2,0,1,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,2,1,7,0,4,1,0,3,0,0,1,0,1,1,1,16
cz_okres,cz,cz0634,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,5,6,0,0,2,0,1,1,0,2,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,1,0,0,1,1,-1,3,0,-1,2,1,0,1,1,0,1,0,1,0,7,7,1,1,0,3,3,5,7,5,0,4,0,2,2,8,11,0,14,15,9,13
cz_okres,cz,cz0635,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,3,8,1,0,1,7,5,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,-1,4,0,-1,4,4,-2,0,2,1,0,2,4,0,1,-2,3,0,3,1,1,0,0,1,0,0,2,0,2,1,2,2,1,7,10,5,9,1,5,-5,2,1,7,2,10,7,3
cz_okres,cz,cz0641,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,-1,3,1,2,0,1,0,0,0,0,-1,1,0,0,-1,0,1,0,-1,1,-1,1,0,-1,0,0,1,3,3,0,1,1,-1,1,1,0,-1,0,1,0,-1,1,1,0,0,1,1,0,4,0,0,0,-1,0,1,0,1,-1,0,0,0,1,0,1,1,-1,0,1,-1,0,0,1,-1,1,0,-1,1,-1,1,0,-1,0,1,-1,1,1,-1,0,1,-1,1,0,-1,0,1,-1,1,-1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,2,0,6,2,3,11,8,2,0,5,9,7
cz_okres,cz,cz0642,,0,0,0,0,0,0,0,0,0,3,0,0,2,5,1,4,2,7,7,12,4,3,4,3,4,5,4,9,2,5,5,6,5,6,2,4,4,1,4,3,2,1,1,1,0,1,1,2,2,2,2,4,2,1,2,1,0,1,2,2,0,0,3,4,0,1,5,2,1,2,7,2,0,3,1,0,1,0,0,1,0,2,0,0,0,0,2,3,10,2,2,3,4,0,2,3,1,3,0,1,2,1,2,3,0,2,0,5,1,5,1,1,2,3,12,3,2,0,0,0,0,0,5,1,4,0,0,1,4,1,1,1,0,1,5,2,7,9,3,0,9,8,4,13,6,1,2,4,14,19,19,2,11,9,1,8,4,17,11,8,4,6,14,5,9,10,14,0,6,2,9,24,18,13,4,6,18,12,16,9,14,4,10,14,28,35
cz_okres,cz,cz0643,,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,2,1,2,1,0,3,0,1,3,2,1,4,1,4,2,1,3,1,0,2,2,0,-1,3,0,0,-1,2,1,3,2,-1,1,2,2,2,0,0,1,0,1,0,1,0,0,1,-1,0,1,0,0,0,1,-1,1,0,4,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,2,4,0,1,0,0,0,2,-1,0,3,0,1,2,-1,0,0,1,0,0,1,1,1,-1,2,0,0,0,1,0,-1,0,2,2,1,1,0,0,0,2,1,0,0,1,2,0,2,0,0,0,1,3,0,2,3,3,1,1,0,2,1,2,4,3,2,3,1,2,2,3,7,1,5,1,4,3,8,5,0,1,8,7,8,12,10,1,2,7,12,12
cz_okres,cz,cz0644,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,2,0,6,-1,0,1,2,-1,5,1,-1,3,3,16,3,-1,8,3,5,5,5,2,4,3,1,1,0,8,4,2,1,-1,2,1,1,-1,4,-1,1,1,1,4,-1,1,-1,1,1,-1,1,1,0,1,1,-1,1,0,-1,0,0,1,1,0,-1,0,0,0,1,2,-1,2,0,-1,0,1,-1,1,0,-1,1,1,-1,0,1,0,1,-1,0,0,1,2,-1,1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,2,0,0,1,0,3,-1,1,2,3,1,3,6,1,5,1,0,1,5,4,5,4,3,0,1,0,4,0,3,5,0,1,0,1,1,1,1,0,0,1,1,4,0,0,0,0,0,6,0,0,1,1,0,2,4,2,3
cz_okres,cz,cz0645,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,5,1,0,0,1,0,1,3,1,2,0,0,5,0,3,2,0,0,2,6,1,1,4,1,0,3,9,1,6,8,5,1,4,8,11,6,10,5,0,6,9,7,8,21,13,10,17,24,14,20
cz_okres,cz,cz0646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5,1,3,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,0,0,0,2,0,2,3,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,3,-1,2,1,6,1,9,1,-1,6,1,2,4,3,1,1,1,3,9,3
