region_schema,region_parent,region_child,agerange,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-13,2020-06-16,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-16,2020-08-17,2020-08-18,2020-08-21,2020-08-24,2020-08-25,2020-08-26
bd_district,bd-e,bd-24,,,,,,,,,,,,,,0,0,0,0,2,-1,1,0,4,2,-2,13,11,0,1,0,0,0,0,4,-3,3,5,5,8,0,0,0,0,1,13,0,0,28,0,28,0,10,0,0,0,0,0,0,5,23,0,0,0,8,0,1,11,0,0,0,0,-1,42,0,0,0,0,63,25,0,0,0,0,0,62,0,0,34,0,0,48,0,29,0,24,0,0,5,4,0,0,43,2,0,4,0,48,18,2,0,0,0,4,10,20,2,1,0,0,0,11
bd_district,bd-e,bd-44,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,-1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,30,0,0,6,0,0,0,0,1,0,2,0,0,5,0,1,2,0,3,0,3,0,2,0,2,6,0,9,0,0,0,48,29,0,0,0,0,0,20,0,0,41,0,0,1,0,44,1,35,0,0,4,6,0,0,80,14,0,1,0,52,0,0,0,0,0,1,38,0,1,57,0,10,15,24
bd_district,bd-e,bd-45,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,0,0,0,0,0,21,-21,26,0,5,0,0,0,0,0,3,5,0,0,8,0,0,0,2,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,56,0,0,42,0,0,28,0,64,0,27,0,0,98,0,0,0,32,0,0,0,0,39,3,26,1,0,0,1,19,19,9,21,0,9,0,0
bd_district,bd-e,bd-48,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,-1,14,0,0,1,-1,1,0,0,1,0,0,7,9,0,0,0,7,-7,7,5,0,0,8,0,48,0,0,1,0,0,0,0,13,0,64,15,0,0,2,0,16,0,0,0,0,1,-4,67,1,0,0,0,88,19,0,0,0,0,0,67,0,0,50,0,0,61,0,42,0,60,0,0,77,0,0,0,15,0,0,-5,0,27,1,1,0,0,0,3,24,24,3,1,0,1,0,0
bd_district,bd-e,bd-49,,,,,,,,,,,,,,0,1,-1,1,1,0,0,0,-1,1,5,-6,6,2,0,0,1,-1,1,5,0,0,2,0,0,0,0,0,0,1,0,1,0,0,8,8,0,0,1,0,0,0,1,0,0,7,1,15,0,3,1,19,35,0,0,0,16,8,16,1,0,0,0,1,26,0,0,0,0,0,125,0,0,0,0,0,28,0,44,0,22,0,0,98,0,0,0,21,0,0,0,0,9,0,0,0,4,0,5,16,0,0,19,0,0,0,0
bd_district,bd-e,bd-54,,,,,,,,,,0,2,-1,0,1,0,1,0,0,4,0,1,0,-1,0,10,-9,10,-1,2,-1,1,0,5,0,0,0,1,-1,1,0,0,3,2,0,2,4,0,0,9,0,0,6,1,2,0,3,0,0,12,0,10,0,0,0,0,2,0,3,1,1,20,58,39,0,0,0,300,175,0,0,0,0,0,384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd_district,bd-e,bd-59,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,0,0,6,0,1,2,1,1,0,20,0,0,1,0,1,0,1,0,0,2,0,0,14,56,0,0,0,92,96,0,0,0,0,0,159,0,0,63,0,0,103,0,91,16,24,0,0,91,23,0,0,90,8,0,48,0,32,29,18,20,16,0,49,25,16,19,14,12,9,11,12
bd_district,bd-f,bd-14,,,,,,,,,,,,1,0,1,0,2,-1,1,2,0,0,0,1,2,-2,6,1,0,0,0,0,8,2,-2,7,6,-4,5,0,3,0,1,6,0,14,6,-6,6,38,0,0,1,3,0,1,1,26,0,0,36,0,0,3,0,0,0,0,0,0,0,130,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,153,468,0,0,47,95,53,-19949,0,121,0,136,0,111
bd_district,bd-f,bd-19,,0,0,0,3,-3,0,1,-1,1,2,4,0,0,0,1,0,0,0,1,2,-2,2,1,3,0,1,0,4,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,1,4,0,8,0,0,5,1,0,6,0,0,9,3,4,0,14,11,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,-105,225,0,0,9,19,10,9,0,39,0,28,0,25
bd_district,bd-f,bd-28,,,,,,,,,,,0,0,1,0,0,0,1,0,1,1,-1,-1,0,3,1,0,1,0,11,0,0,3,0,0,12,-1,1,2,-1,4,0,3,12,-12,12,0,4,0,4,0,2,0,0,0,0,0,3,0,1,2,1,1,2,0,0,1,0,3,0,3,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,11,165,0,0,8,20,8,13,0,51,0,30,0,22
bd_district,bd-f,bd-32,,,,,,,,,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,0,2,0,2,0,0,6,0,2,1,0,4,0,0,1,0,0,5,0,0,0,2,0,3,0,0,0,1,0,1,2,0,3,3,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,14,128,0,0,12,12,7,9,0,42,0,37,0,30
bd_district,bd-f,bd-46,,,,,0,0,1,0,0,2,0,0,2,0,3,0,0,1,0,0,0,0,0,1,2,0,0,2,0,3,-2,2,13,4,-4,10,0,2,-2,2,0,0,0,7,3,0,0,0,25,0,3,0,9,0,0,0,10,0,0,21,17,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,-92,172,0,0,18,11,10,-20,0,19,0,49,0,34
bd_district,bd-f,bd-52,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,1,0,4,-4,4,0,5,0,0,15,0,0,5,0,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,42,86,0,0,8,25,8,0,0,10,0,25,0,23
bd_district,bd-f,bd-55,,0,0,0,1,0,0,0,0,0,0,1,-2,2,1,2,-1,2,2,1,5,0,5,0,8,0,0,10,12,11,0,21,0,0,7,0,39,0,6,22,0,0,116,0,14,39,0,0,46,0,0,9,6,0,23,0,6,0,12,0,52,0,8,1,23,5,0,34,1,20,32,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,-101,354,0,0,27,48,20,30,0,-65,0,106,0,67
bd_district,bd-f,bd-64,,,,,,,,,0,0,0,0,0,0,3,0,0,0,2,0,0,0,-1,8,0,1,0,0,1,0,0,0,3,3,0,0,0,1,-1,1,0,0,0,3,0,0,5,0,17,0,0,10,0,2,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,52,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,66,70,0,0,18,30,17,30,0,37,0,76,0,56
bd_district,bd-g,bd-20,,,,,,,,0,0,0,0,0,0,0,0,0,10,-10,12,5,3,0,20,7,4,1,2,12,0,0,0,3,0,0,0,3,-3,3,8,19,0,0,12,0,0,0,0,0,46,0,3,0,0,4,0,0,0,8,-5,0,2,0,1,0,4,0,0,0,0,0,20,0,0,8,12,0,0,0,153,0,0,0,0,0,0,141,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,25,12,8,5,34,0,46,0,8,19,0,18,24
bd_district,bd-g,bd-38,,,,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,2,-2,2,0,8,-6,6,0,0,0,5,2,0,0,10,0,1,0,0,6,0,0,1,0,0,2,0,0,0,0,54,0,0,1,0,9,0,0,0,0,-3,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,10,36,30,13,43,0,14,0,22,20,21,16,39
bd_district,bd-g,bd-60,,,,0,0,0,0,0,0,0,0,2,-2,2,0,0,0,1,0,7,0,0,1,2,0,2,0,2,0,0,0,0,9,0,1,8,0,3,-3,3,0,0,0,9,0,0,0,0,107,0,0,40,18,19,60,0,0,0,126,47,98,0,54,59,0,0,0,0,0,0,59,76,0,0,300,0,0,184,24,51,0,0,158,75,28,0,0,55,93,105,0,0,177,0,213,74,0,0,0,0,0,0,0,0,0,0,626,21,41,42,34,134,0,135,0,74,37,20,49,114
bd_district,bd-g,bd-61,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,8,0,13,0,2,1,4,0,0,0,0,2,0,2,-2,3,0,0,5,0,0,0,3,0,6,0,0,25,0,0,7,0,13,6,0,0,17,0,10,0,27,6,31,0,57,0,25,23,23,46,0,0,0,0,0,0,0,103,0,0,0,0,0,0,108,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,16,17,5,15,57,0,54,0,57,25,10,24,38
bd_district,bd-h,bd-21,,,,0,0,0,1,3,-3,3,0,3,3,0,0,5,3,9,-7,8,0,7,8,7,6,-6,6,8,7,-7,7,6,0,23,0,0,8,0,0,0,2,1,7,0,0,0,32,0,33,0,0,8,0,13,0,0,0,0,-1,0,13,0,57,0,19,0,27,3,10,19,2,0,0,0,0,0,0,0,56,0,50,0,0,0,0,0,37,55,0,0,0,28,0,0,0,0,0,0,0,86,0,0,31,0,31,0,29,13,24,12,-1,51,17,30,5,12,20,25,17,4
bd_district,bd-h,bd-34,,,,,,0,1,0,0,0,0,4,-2,2,10,14,7,-7,30,0,5,24,0,25,-9,9,8,20,5,0,0,48,3,0,11,9,-9,21,0,13,16,14,0,8,11,45,0,11,29,0,0,19,0,1,24,65,0,0,2,0,6,0,14,0,60,45,48,19,74,25,104,0,43,0,233,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,90,0,41,15,49,45,0,33,25,19,9,23,54,29,15,12
bd_district,bd-h,bd-41,,,,,,,,0,0,1,2,-2,5,5,2,0,0,4,4,0,3,0,0,0,2,2,0,0,12,0,0,21,1,-1,2,0,6,11,-11,12,0,7,0,2,21,0,8,0,81,0,5,0,0,4,1,0,0,0,1,13,5,0,1,0,38,10,0,1,0,6,7,54,0,0,0,23,0,0,8,0,2,0,0,0,0,7,0,0,0,0,0,18,0,31,0,0,0,0,0,23,0,0,3,0,12,0,0,3,6,0,0,2,6,0,4,1,3,2,1,1
bd_district,bd-h,bd-57,,,,0,0,1,0,0,0,1,0,0,2,0,0,8,6,-6,6,0,0,0,4,0,2,0,1,0,0,0,0,0,1,3,0,6,-6,6,3,1,0,1,1,0,0,0,23,1,13,0,0,2,0,0,5,0,0,0,1,0,14,0,14,0,6,6,0,7,15,13,0,0,9,0,3,0,2,0,1,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,0,0,0,75,0,5,1,5,1,0,7,15,11,0,7,8,3,3,3
